drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
2749,1005006,Pisces V (Andromeda XVI),0.669027616,70.53655978,22096.03527,0.554237431,9.354311179,6.177875377,0.57575543,0.509149865,185.2379104,100.6203152,91.43269034,32.90691598,709.6970079,74.64739937,140.9306302,77.90927205,12.13554297,584.4883743,55.12204888,77.17514728,66.74831632,78.51479421,120.7529512,173.3579937,3.05923943,97.97062567,18.2020812,55.38821122,68.58962575,64.17319159,69.35157797,82.96007403,62.93934855,64.16660545,42.01916325,2.616827047,23.32335933,396.8041926,513.7359516,19.02141387,5.269873917,16209.30271,8490.414597,19.98319052,138.2381018,19.38525499,8.964075703,4.112346286,4.708422818,10.78328688,11.36969854,1249.573552,92.95091596,18726.51549,11043.8109,39.87729812,83.30820689,32.45858083,59.29715527,32.52990355,17.52598287,39.70011339,101035.6661,109.672883,400.0296083,82.72932097,25.38816422,6.895233831,0.59264043,0.575214573,0.916194569,187.8996684,186.9077823,-4.623397189,5.766064034,-1000,0.834535081,0.041652869
2750,1005006,NGC 404,1.034936189,83.42531084,19585.60941,0.786135088,14.65228992,12.40283206,0.833151985,0.92386673,132.6269656,98.96367133,125.5672683,35.65356956,658.1363819,43.97953309,33.12845118,43.68631675,17.71426242,567.9196703,78.72312702,79.94884748,87.86636596,79.10746912,71.52120183,76.30531313,4.01117186,78.01561877,10.56430969,56.97009082,65.53969015,49.73397724,57.1844695,85.70072759,59.74985591,69.52428506,38.05083403,2.899893368,45.22178268,133.3851706,282.5212993,9.496429935,10.0872897,18869.43854,6755.826584,6.958700879,120.0377203,18.48462179,13.04414353,10.93295408,12.91910482,16.65478226,16.63344264,366.3034995,99.95838984,7788.641495,13691.97364,120.7468659,87.70951149,121.7500132,107.8061792,31.61651234,14.73604148,114.3118576,70696.81361,120.6620589,219.9418397,57.52715096,30.96527197,7.643622623,0.932917951,0.877853587,1.02901925,118.434827,97.89142781,30.6070411,-1.192011248,21.77599288,0.632938077,0.068577351
2751,1005006,KKH 12,0.51047623,53.37293847,19203.91121,0.516189868,11.53922852,7.368484494,0.582834839,0.426278724,223.5758663,63.24626743,44.41935728,26.19731256,963.022697,57.09196667,213.3947694,157.3897021,14.55178214,648.1921691,78.56300957,58.96357408,53.0872314,111.9027165,111.94174,219.4642209,2.016654462,112.724153,10.09330974,78.0922664,72.37981963,91.71569393,55.66087042,73.53012476,74.46317869,74.25518908,57.34329535,0.94854831,26.11533248,538.1306585,613.6765243,47.48019928,33.33455655,22550.58944,1779.711745,12.44939611,106.6911835,27.50964143,19.13993119,5.580898289,5.766170684,14.74617228,12.37817379,2270.961284,105.2221897,31261.93252,12395.04241,54.26513661,85.61174165,22.96267841,41.6277301,17.52546005,7.91775995,50.14488642,77324.11723,102.3390217,520.1978929,82.70274657,39.0575901,12.89881216,0.491636554,0.563241015,0.902751618,191.9857918,191.9341819,5.385299779,6.871639969,15.68014752,1.036742479,0.042033584
2752,1005006,IC 10 (UGC 192),1.107188439,90.34656612,46839.27912,1.013460823,18.23420683,16.82163842,1.00459537,1.048720222,29.18581997,114.3317638,123.958782,27.91817616,1031.880136,102.9877042,45.00651436,35.69297888,39.94173283,509.8409976,51.48892835,86.81524713,93.27429174,74.84416247,37.68901944,28.50993002,2.080254105,27.50394557,20.33936095,32.79933755,66.05651591,75.84144938,81.03344186,76.49907541,65.17303005,50.62140546,61.94128165,2.211104314,23.74084439,109.8425899,165.6368955,23.16120204,6.611749111,52312.6214,12204.52935,20.93170644,110.5131084,41.52344646,10.12284145,17.15193008,19.13696438,20.2114691,18.34918631,328.0484565,29.58459778,81584.65257,40782.35138,134.1501599,173.0161251,134.5195623,131.3295396,26.03873924,7.699842517,146.7462157,66090.30782,116.4037749,252.5321568,130.1534942,96.96060107,12.61139866,1.053679646,1.024627879,1.068957874,44.72902149,53.733233,20.4171525,2.913365243,23.06538698,0.47418476,0.206243356
2753,1005006,Sagittarius Dwarf Irregular Galaxy (SagDIG),0.984281015,84.63010474,35704.79374,0.969178517,15.00912118,12.46024716,0.90081855,0.767238338,117.6847416,118.4053623,107.6655039,31.25865586,1063.607724,98.61135209,45.56141572,43.77957746,14.15558904,561.0799266,59.21959875,86.0001716,93.9822153,117.9327687,68.88877115,120.1557984,2.446578733,66.60181385,3.039881972,45.27050986,75.62841609,60.45884855,77.99619658,92.10738196,74.77667702,69.62950174,47.43035152,2.675310127,28.46623008,233.4178861,297.3665919,20.70478893,11.40260696,36130.56329,7716.827029,15.07245235,133.0401108,35.37603968,10.02572099,10.50368093,11.87782569,16.92625876,14.92153208,538.4762545,50.38732327,55559.17302,20233.94468,138.7010946,98.04994498,62.50482036,74.10551581,27.71443071,11.8205805,71.9529032,130285.7217,116.0617152,198.3658251,100.4321465,50.58412009,7.185643673,0.72637668,0.844774874,1.048307837,113.2489826,118.5191502,22.38149094,2.936518467,13.11705857,0.564933614,0.064491268
2754,1005006,Sculptor Dwarf (E351-G30),1.064763327,89.28979894,53607.32855,1.058020764,19.80015978,16.56604635,1.127405068,1.052155183,37.5848733,113.0312292,137.582127,25.50359785,1087.764128,102.1775948,25.63516672,32.12510063,27.45487442,528.7510088,50.1746173,89.64917082,92.40409736,51.69751104,43.13469626,34.35494258,1.856732797,42.7635798,13.27654625,36.9682664,72.97936498,80.89545974,90.95924189,83.2930511,70.55951241,66.15926365,54.3901743,1.963187684,29.17395095,94.68281931,209.3000065,23.6960458,14.54727656,60421.75507,8202.001746,25.01887754,132.4526995,33.95839684,10.4490421,17.01102932,16.18654146,19.3704766,20.22420169,419.286937,57.66145937,71605.20846,48934.62631,113.5971747,230.1141631,128.7076919,118.2903547,26.8410868,4.933845667,138.0577173,105764.7844,114.6766527,101.9089423,69.68349959,93.12882145,12.04261932,1.090603085,1.005813433,1.116709338,52.82304017,48.41641408,25.31508317,-1000,23.69240698,0.359775928,0.171333018
2755,1005006,Boötes III,0.954111933,84.419624,24545.45354,0.846189871,15.81191693,12.60276183,0.79926439,0.848259484,164.118761,114.5901344,111.2696655,33.01524474,721.8951967,74.23758178,66.62927281,55.51036746,12.16465399,564.65436,47.12525419,76.48706384,85.20251953,79.81176315,85.14924078,118.7153502,3.901020304,62.08803109,17.0289266,40.74590575,73.52695705,61.85488217,72.37444419,91.3022233,70.1267461,94.55928614,54.49157071,2.37249118,23.99770238,262.9549893,411.8040514,23.30463662,13.08776953,28499.53053,10206.3171,20.52674333,164.7449141,16.78586756,9.669137118,11.62817098,10.86394201,15.87212079,15.13359977,430.6194959,55.39754694,26563.35088,19794.41704,121.9889274,118.276087,85.86473227,92.99649621,26.0518415,14.20554448,96.75029802,113005.9731,127.7282017,226.1978296,80.88573795,38.56035696,7.646172538,0.801358644,0.919216415,1.027185982,133.77222,128.5514685,16.77020274,4.874813969,22.88785671,0.692808996,0.057668996
2756,1005006,IC 342,0.892554306,79.96016886,40666.45025,0.94385628,15.76069138,12.58667661,0.893459771,0.845732488,117.0999269,117.2633582,111.8312876,-1000,536.2460836,77.2991642,90.13038908,68.58886825,15.74957098,287.1911617,57.01501639,79.78342579,78.47226333,44.82445117,62.15217742,54.25133737,3.486254933,57.50080823,14.12585782,13.86685686,70.3782413,76.068076,77.73820029,87.68041724,79.4050446,58.81242103,54.4182128,2.183538291,16.51475954,271.2464107,343.7148581,20.17081128,13.91918912,49407.86893,5855.036746,18.80725351,-1000,30.41762793,24.35562464,13.21506407,12.90556114,15.13711035,15.17389843,354.9545211,28.29483192,43911.21154,29048.34427,140.2093867,96.10563047,77.57059231,100.0232902,-1000,6.031721885,91.72586998,120346.8992,112.7249284,271.3254147,106.5112964,75.75377028,8.399961037,0.937280459,0.925064664,1.02506075,75.14880886,78.88489152,-1000,7.125352287,34.30766819,0.683675815,0.0635282
2757,1005006,Andromeda XXV,0.849595509,74.7332839,22279.84225,0.855926582,14.56300082,8.197467655,0.752753633,0.807267372,165.8151532,111.6283194,109.8024216,31.5490564,219.7832748,47.72850955,89.50462652,60.93191908,16.93090586,392.6630722,60.57060986,67.76959136,79.04276245,120.9249411,89.35485914,170.0388239,2.674585705,91.27474715,16.52547224,41.7845169,71.57978156,51.48738193,65.94149239,87.63269016,72.69302566,109.801011,41.30018736,3.045731219,33.02038506,301.2629647,372.7183323,24.13661937,18.96567541,23016.73238,8994.097449,22.94556957,233.9270161,39.08619172,12.41435373,10.70556099,9.886754727,14.35679233,13.94742627,463.6784042,53.86393536,29016.32555,7981.904584,114.0680402,184.9298741,97.12290394,90.21481684,29.86394091,31.20983926,85.79079253,129479.2876,118.6236834,383.9428081,96.13273827,60.42899717,5.65786193,0.795097192,0.793221209,1.002888676,131.2763749,130.2796452,27.67477378,7.169715124,8.214009793,0.648748374,0.054554753
2758,1005006,Andromeda IX,1.133121669,90.26110784,53925.5954,1.034513631,17.29619014,12.80938202,0.950404084,0.928289749,52.42732764,109.8543421,126.5245153,29.53370739,869.7920765,83.90400536,49.80325725,38.73299518,39.10087184,497.4221902,65.19895238,86.36844376,88.08150028,82.3328928,38.2528751,60.99195107,3.392589917,52.48202598,12.2862793,31.44865685,60.03546653,52.79811502,82.27917119,71.40818152,62.01620693,52.80409255,48.42899301,2.300038103,42.80441538,144.9135472,239.6640034,29.07033255,15.44746535,43204.46046,8886.00717,10.70746507,61.21298023,17.74480575,10.68325272,11.93693664,13.35831587,20.40123756,19.09472299,254.1966431,37.13484326,76349.00102,33007.83214,143.3482833,126.3590995,104.8384284,97.44654693,31.54636248,9.150659063,88.00813969,108049.8714,102.5061344,228.2455507,178.8347735,47.83324406,10.82034756,0.928530287,0.951842335,1.070590272,76.54516574,93.63962513,28.9526464,3.919550652,31.9631228,0.335812895,0.167657963
2759,1005006,Andromeda VIII,0.509010285,53.89580034,25975.78858,0.699617063,13.20663349,7.369189011,0.545765391,0.646907986,209.4395999,84.8634292,49.68413084,35.55473154,366.5821426,37.10658697,212.0793093,103.7819511,16.19917204,655.1578907,50.31550797,51.76043634,53.13494711,83.12167542,95.66523755,107.3455807,2.009906864,103.8355495,37.17498223,95.40973286,77.74924556,79.86585577,29.60466225,89.70030841,56.34617346,40.56234063,69.3146448,2.471686921,52.96792976,667.3296768,667.8410044,27.3605568,17.21855425,28947.18429,1439.253201,16.0302129,177.8928932,27.81159989,14.71196158,8.807660908,9.844427616,14.85711754,12.15272502,1164.767579,78.15912458,33668.61734,14950.89199,30.77016164,78.86341839,57.16158452,54.55850067,36.12703568,45.82955435,74.81102726,152184.3361,131.0309355,1380.91485,52.61525572,26.46769912,7.943796707,0.666104354,0.528655282,1.090470942,181.6567943,187.9623654,22.41938812,27.07239139,25.93665251,0.731545214,0.042061132
2760,1005006,NGC 1560,0.908095481,75.35480909,40377.68698,0.843541623,14.52997757,9.463409768,0.833079038,0.781222283,-1000,101.4365897,88.2115996,28.32022336,7312.16217,76.27852004,123.1017382,87.03465438,20.81177259,4778.248156,514.3590566,70.99587591,80.57051506,703.2408417,54.11847082,106.7541231,2.570872925,87.41810319,14.42203108,50.77329689,70.9925649,65.92474477,61.47754295,81.87269705,75.29611225,55.6348703,52.628624,1.918356176,25.81424831,250.2250663,368.6592757,43.31149823,25.82068114,21263.77286,81630.25268,13.77152207,107.3789164,28.05570144,9.860888783,10.20804596,11.56034409,13.47050332,14.8559186,581.500938,52.05062167,32977.44579,24402.81637,79.91011437,212.3244031,77.77763813,97.70727227,31.11290937,6.830039116,101.863763,893375.717,116.6328419,383.5474326,81.0304342,49.68834633,11.67874693,0.868904952,0.793697603,0.993610688,-1000,-1000,24.56812351,4.103824057,13.85444945,0.658017232,0.052507379
2761,1005006,UGC 9240 (DDO 190),0.655041881,68.09979292,25818.38414,0.502051599,14.99533502,4.090412579,0.629675935,0.499810062,236.7756208,48.07889761,94.08673606,26.27628083,846.9587994,31.00419967,182.7386849,114.3122431,14.16575377,625.3617248,17.06941608,63.94958825,62.39607652,34.7741888,117.3711045,100.9161304,2.628662701,114.6768019,6.180095725,102.7864349,95.16750917,102.0009998,42.45478383,94.97803928,92.83857569,31.72103876,41.98988119,2.267278645,12.65967116,439.8025763,466.2671538,27.03451694,18.2441911,9768.908081,3912.471303,19.37824646,85.77288639,57.50394145,19.55771607,6.5855815,7.883448312,11.26598771,11.99616363,875.5233511,118.4891516,20471.01583,19473.71156,38.43905403,57.72622854,42.96607131,38.19958648,22.85045221,2.990929542,29.4646858,111828.0791,146.0448843,245.0421461,37.41744117,35.07794406,10.73633009,0.573463812,0.503645534,1.005710084,182.0211169,192.4724927,12.92985721,8.921199409,23.57224333,0.765148445,0.041882257
2762,1005006,Phoenix Dwarf Galaxy (P 6830),1.131036975,89.54671265,62507.24933,1.17085053,18.91864184,16.01450471,1.093375845,0.807925938,83.1338931,121.0171332,136.8634467,31.75548586,550.2385269,91.20450719,42.47656356,28.72725695,32.07249624,590.4466821,42.65781396,84.60065599,87.92283404,95.07459275,49.90585824,49.37650761,2.410885243,42.26865046,15.53398515,33.87221147,72.60876103,68.90225817,95.86416118,65.6968569,61.22854278,61.98598113,56.51348528,2.047435683,33.55891756,106.7381689,283.4293465,26.46075179,6.34300858,50851.92418,14320.47625,14.91715143,96.19809406,31.24538055,4.769501079,14.65236606,13.70008534,19.04512904,19.01869311,317.9991636,39.79591914,80189.2402,37411.03994,124.2133403,177.9515537,101.4861598,119.9416993,28.82431799,10.08211949,89.62447619,177950.7467,118.2448694,152.0401162,125.0441276,54.78752268,11.27073416,1.133808531,1.027103283,1.115649269,84.3922135,73.1416287,35.29420688,5.472145396,40.28121471,0.278956818,0.191519301
2763,1005006,ESO 321-014[70],0.89000367,75.26014051,32019.9427,0.817634535,16.01586855,13.50621204,0.725588418,0.868151783,154.187903,133.0292924,129.9242275,37.48115712,978.6357695,54.38379322,79.07879911,55.92891628,21.5988563,585.6709983,52.5066292,68.08778945,86.12217161,73.09181394,58.81283202,106.8513161,2.213296888,113.4830131,8.164135023,63.08678035,87.83535058,78.9366458,55.56521241,86.66867158,88.19484217,53.93766541,52.74687883,1.802272646,20.03103233,246.4448987,290.0026727,19.33787538,12.25553693,24992.29554,7657.931999,24.56520637,173.1129671,21.74581308,6.733647023,10.65285403,11.4882033,13.49795102,14.60341869,397.7840212,52.40611038,48845.44374,24762.09445,122.0046507,153.5513263,62.35027052,59.96281121,34.8933857,8.544678415,53.54092435,129515.197,116.9174578,337.2936034,75.45891991,34.93195944,4.887509555,0.855167305,0.827394381,1.057876527,121.8331682,148.373469,23.24355358,4.811967508,23.67331234,0.531020252,0.068138061
2764,1005006,Tucana II,1.039498098,84.79092872,29686.66804,0.849448319,13.55871918,9.529739897,0.83097967,0.67263399,135.467889,122.476765,145.697396,35.28044771,664.6614134,66.01084808,61.80444315,21.85373731,29.12316547,874.0199988,20.62741162,85.32161122,84.60177502,60.27992608,61.26096504,62.44101353,2.958375598,57.71907411,36.80716288,27.80849974,60.00614062,67.86372885,75.56071866,72.60818377,48.53518066,56.41269567,44.69813758,2.910361361,79.74487473,235.6889155,300.2218746,23.9987715,19.09530821,29733.81333,8482.581093,16.82528346,160.1092647,22.36296667,10.56159064,11.11824206,10.86532017,15.84381919,15.01325757,357.131065,40.1634884,32207.98602,28535.27348,135.3410469,92.86381555,96.15007381,104.0381874,33.13890811,27.14235055,92.95840868,123159.8683,-1000,299.5202455,86.69434054,43.72162949,11.66819682,0.818700485,0.863329988,1.025970177,131.5572172,91.41491617,-1000,-1000,29.73109673,0.416834241,0.071027047
2765,1005006,Cetus Dwarf,1.147548209,91.35725665,54192.44811,1.13587554,19.9501007,13.00523566,1.067775088,0.917101095,45.90605724,123.2290529,126.6004313,32.60860586,693.2249313,113.5564098,46.46141325,22.02718351,24.33379912,357.0750003,53.37421943,87.47736747,96.36138988,74.68242531,51.59274746,40.48606132,2.276866329,47.16869297,8.240655609,29.89495937,85.27834097,84.88414078,86.13706536,88.36738817,80.03549289,18.43597087,64.21442648,1.70149621,26.58779552,161.8635578,213.2453754,28.4619124,15.02850546,55103.91682,4887.155036,24.04821045,125.4117494,52.00160085,9.401840133,15.36405627,12.80832379,21.9286343,21.41139603,39.17650581,85.07542537,63420.14809,45332.14726,165.9942073,322.8782107,111.2435498,119.31241,38.56285729,8.559656403,142.1839388,107762.5924,112.7522922,210.5664558,153.9802099,109.6388161,11.79342695,1.110708742,1.040074606,1.037429764,56.75642853,44.82738849,14.71575041,-1000,-4.836143316,0.304104593,0.379856945
2766,1005006,MB 3,0.989176177,92.24780969,62391.49002,1.1832714,16.08359267,12.98414255,0.93224354,0.885389936,73.98890124,119.8805312,134.2938455,31.61169979,745.083323,119.8208052,39.99171185,52.5435838,18.35412509,320.3049012,39.26046203,91.06458355,92.32224981,55.58809412,37.49497225,62.19755009,3.298139313,38.82251149,14.54854246,15.90396629,73.55711168,65.58000511,94.03707021,87.81910725,70.09186273,51.88122787,55.57243312,2.774662405,25.89085046,124.4396869,176.3528112,19.43021948,15.60164102,82720.46747,7599.976918,28.17873637,443.0907607,32.74483406,12.33025102,13.47594031,13.30936465,17.88886523,15.43077436,345.9387805,38.89378712,102023.9597,42501.81825,130.1731733,136.1608061,105.562353,96.60145391,35.26392725,-1000,91.03792399,104870.036,-1000,205.5162414,134.0970631,79.88588802,7.002262333,0.848068182,1.032964334,1.03414259,73.1553238,69.4945091,39.99542065,3.485732127,40.11694276,0.431192681,0.189269445
2767,1005006,ESO 410-G005,1.131386042,88.26192514,22832.34378,0.865941744,14.95753364,11.45079982,0.889600671,0.745863163,149.4593396,106.043189,114.5141114,30.09481254,806.941011,69.53109688,50.16608072,32.78848568,23.30619423,801.0621169,51.26857654,79.37029389,83.04573077,86.57429515,66.59708336,87.41677059,2.204003281,53.70114258,41.17844434,54.77367186,65.98766042,57.49506613,61.20532644,69.561156,54.06085847,66.23053819,50.99854934,2.298766252,84.10064345,110.800281,226.4423011,17.26075559,9.331379723,21247.68491,10206.80645,11.171894,144.4747076,28.05063474,3.298384876,3.913429999,13.07962174,15.36001105,15.19625778,386.2972818,55.62972202,37390.92959,21670.45888,129.9514501,65.10363711,-1000,-1000,30.11905076,11.71925479,-1000,81096.20446,113.9953762,231.0987945,90.90741734,51.95332218,10.04761776,0.818351952,0.895549708,0.890402454,134.6891397,113.5121809,11.58623666,4.126465721,15.6579083,-1000,0.068472471
2768,1005006,UGC 4879 (VV124)[61],0.949168447,72.31171222,28769.53441,0.712202218,16.15984537,12.40957108,0.874706419,0.865764874,152.0657648,103.8601543,107.3929588,41.98609927,1306.575441,71.49940178,64.51012386,34.49834215,17.56610705,729.1931175,34.59289296,70.76185453,82.11857239,84.21726459,50.63212844,89.58736793,2.145779273,68.09379305,11.12395466,70.71324544,57.53651017,55.83535273,64.91759232,54.57653869,54.5015632,48.24143041,65.15088475,1.261150455,33.81182292,304.1248213,426.8388589,14.39553779,6.730279204,19672.07948,5144.968976,15.65798565,197.8004721,27.84095887,7.193794859,14.48295765,16.41815061,17.5625543,14.66286613,310.3685128,38.86689513,34611.96846,17186.41013,138.0353799,97.22887124,118.9921995,101.676044,31.1473619,38.74824018,97.24248192,35929.59609,109.7900147,340.4777383,75.14789638,31.94970018,11.52864708,0.788431696,0.769221731,1.084081195,136.994428,149.1783596,23.44435605,4.058927082,25.80231719,0.46023968,0.069307792
2769,1005006,Pegasus Dwarf Irregular (DDO 216),0.905822209,80.61859271,35160.68453,0.865647172,17.33162425,11.53691893,0.810138649,0.794265023,138.446662,107.8610586,133.324931,26.20177799,582.628912,94.46638858,44.04255122,34.08026769,15.84936382,485.7754633,60.1266355,82.15105095,85.6834343,86.15148376,72.57167272,85.73135462,2.406959539,52.0470746,10.58475658,27.50964729,65.3918973,55.98746984,87.12573081,85.94156149,72.49425375,80.87892376,45.27319121,1.549912313,23.14558761,184.468356,297.6377859,26.59542968,13.32258618,37356.76105,9788.89385,12.16659473,250.1139568,23.85618798,10.66364473,10.48317466,10.2728183,16.93264888,13.6561766,227.2944535,48.67115763,36923.81895,30781.75405,-1000,160.8629156,74.64152276,67.528898,24.27130375,7.027579754,78.43320859,76403.33827,113.7313922,171.3118609,101.5700968,72.50863579,4.316562667,0.94507879,0.844411402,1.022601752,109.9439966,121.7871994,36.71100498,1.540926281,33.43317542,0.504529019,0.054979982
2770,1005006,Antlia B,0.658309261,63.31367702,9964.319301,0.530497184,10.84968184,6.315821934,0.490469747,0.52457432,278.786613,43.75606996,42.31257534,21.70901277,595.8515241,58.81139781,209.3647421,111.354102,15.58616989,308.7331062,87.27074568,52.33299875,61.31388179,80.07150061,101.2505177,222.3412303,1.621653656,129.9077683,9.666623227,96.14210017,96.16402402,105.5427029,25.79485322,91.56041266,101.1768569,74.05614577,45.00397357,1.368008093,14.35791231,508.4685194,552.958426,37.23285002,24.32388787,14335.90758,5523.94344,20.38165738,96.23563673,42.64297605,10.84800554,5.053549584,6.116094051,10.63397448,10.43071398,1158.397874,128.2110046,33732.46519,7661.904111,16.6797241,76.33211593,32.96709063,41.24340151,16.97204683,6.473740765,19.21704564,49394.58655,108.3662779,604.5415891,35.98947333,26.67828372,9.417893407,0.45573592,0.553245457,0.991766907,160.8716855,187.0865104,11.79784376,14.82857355,35.13785076,0.927841264,0.040586303
2771,1005006,Pictor II,1.10699733,90.87832926,57896.59584,1.11018004,23.37393683,13.49380224,1.067618458,1.049510122,56.02891082,121.0556082,128.8138,31.63815035,569.3280132,125.6919922,57.97198716,25.75851748,34.0237765,516.3243095,59.75818546,80.31615767,87.13040662,79.50380496,42.25349477,44.47610434,2.792269634,43.40675479,16.97585202,25.81821631,63.26396311,62.43833364,88.51229471,67.92452397,61.58003971,38.06505962,53.98104127,1.520040081,36.748458,134.8772456,255.2550302,21.44943453,15.11574272,61623.25907,9451.287842,23.33876202,211.5340676,44.6307721,4.048377563,14.61468241,14.54649308,23.43900513,19.67735238,310.8661438,37.75801584,69345.74242,33118.80774,132.5006161,186.7383238,106.6690061,106.4712193,33.82512729,8.170486865,116.4306541,94999.79172,115.697188,99.99501974,138.6790777,88.18169196,10.7437063,0.977407583,1.05089977,1.057270617,60.05261324,93.92649619,26.51471588,-1000,44.47033753,0.345138858,0.192254586
2772,1005006,Indus II,1.071120356,84.05244138,35938.81397,0.910203325,17.25327332,12.71529772,0.918298172,0.948091447,67.21576168,117.0370361,127.6455142,34.72647534,1117.984448,111.7117352,87.94587275,25.01833816,16.73481549,581.6029647,56.66909194,80.05648221,94.10339928,87.30303348,69.15662585,88.16567891,3.590543347,51.60395837,16.79205061,37.65642098,68.07331835,45.62894428,82.33965429,84.52757751,61.08748732,47.06603082,46.20933842,2.736235414,28.69820458,188.7628039,248.3778594,22.14156031,16.28821896,38510.01462,7487.564036,19.24586813,107.8797015,19.36370172,18.63616481,14.46331039,13.32468861,18.17647442,18.0199144,388.8626289,61.64541035,36267.2867,16517.39162,134.5165626,177.7571843,121.7461386,97.78466792,32.53032327,13.32492456,88.95005035,152173.3943,121.9456455,135.578051,155.3673143,59.68783779,7.13116033,0.934865635,0.99600719,1.034143868,69.77678167,96.17922933,13.86518901,4.154617939,30.74401071,0.524159349,0.085863386
2773,1005006,NGC 147 (DDO 3),0.658638735,71.47197364,21036.98711,0.604919628,12.96150798,10.45141904,0.645657653,0.697019185,184.4733269,63.17075081,53.21002008,30.68024088,1306.019479,41.32797173,122.2928601,74.28234435,9.978380566,617.9003537,58.16248866,70.88147167,67.85266954,62.45307867,117.9577134,172.0034971,3.231244123,100.4438398,15.42861554,89.77503278,78.29120562,67.05333145,47.02532041,84.34409308,73.21353814,39.63410191,45.27655474,1.99905769,32.17715182,482.3008735,531.6601499,46.81949026,20.56836128,23638.94411,1355.001368,12.97853794,110.592631,13.77920999,11.9196447,8.638082012,10.68152493,13.58538362,12.67112451,953.5573479,131.3256975,19705.46153,14378.44107,42.60941122,99.37415314,51.87875066,59.1348898,24.00686606,11.03859176,49.75454657,58820.46234,119.6985562,834.4360676,40.38948851,40.08220092,8.323487451,0.6295022,0.620349236,1.028163053,146.2361482,149.9873788,22.42570961,13.96264935,28.51219671,0.827493892,0.043852578
2774,1005006,Andromeda XVIII[60],0.84754194,81.08056405,23938.65558,0.738637169,14.27438515,9.983297469,0.797376695,0.677933585,202.7962584,108.9067325,65.5702809,-1000,1128.729292,40.75150167,91.65483218,88.24055706,15.82016433,328.2178554,78.5144677,76.28524483,67.58270284,53.83448189,97.53681788,67.72526173,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,134.467454,-1000,-1000,-1000,232.1209712,308.0069852,15.27685447,10.06824224,14960.98148,5940.096899,9.714754049,131.5808232,11.03640913,-1000,-1000,-1000,-1000,-1000,397.6683599,26.75456283,-1000,-1000,78.05373152,48.60844297,-1000,-1000,-1000,14.52081191,-1000,63709.65366,125.3866819,315.0865837,-1000,-1000,13.9432742,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0.041379118
