,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
"Population with at least some secondary education, female (% ages 25 and older)",0.11085654045868308,0.5917435648405298,0.5951481508295378,0.42496257082479516,0.5793425949560104,0.6500309896592052,0.8228878137392517,0.7154443206634027,0.7839960833639473,-0.6597415148953375,0.6186790264881239,0.6565719609548708,0.07838410166240672,-0.008726519321388189,0.5202681922087966,-0.628861430114381,-0.6280957151180139,0.599077536647934,-0.01296386446181072,0.0015920947576550512,0.593519460768667,0.6501209255748905,-0.04283958245442853,-0.717469130185737,-0.6091664568983002,-0.03653337964683372,-0.6401181564326788,0.11070666646307008,-0.5805125285022364,-0.19786432321001587,-0.04312080061111974,0.5723655079289995,-0.3970727539830245,-0.21012777972992047,0.013065692996928844,0.24516371888628005,-0.019426822714210413,0.1616571426155885,-0.5999631955893043,-0.4490701369844532,-0.47160871881529814,-0.382914105367359,0.47352065138251087,0.033723410861693476,0.10534726499703927,0.2290455194074056,0.17596628795960276,-0.15588846773109932,0.8631155188273312,0.8650176898699186,0.6812544971227402,0.6397755871006349,-0.5802402817891019,-0.545639169545878,0.44334399415090786,0.5215909686903927,0.651705634901405,0.2959645331187706,1.0,0.9208048910049358,0.03979245104992016,0.00029763888169650506,0.9273591007803239,0.03241883298363611,0.19913403177960787,-0.3651878356749773,0.4927744247805183,0.646866843190858,0.2601205506983943,0.7465559893881712,0.7330922103385863,0.6100657127192297,-0.7207323855768281,-0.6826485845154757,0.21897732024380182,-0.20967422442343156,-0.05562418647712864,-0.7468970538183587,0.5543631476440841
"Population with at least some secondary education, male (% ages 25 and older)",0.10443396770871162,0.5580642758681559,0.5686211949357902,0.38341849983750065,0.5430236782627418,0.6276706355522235,0.8044968039951708,0.6834253734658841,0.76095709211781,-0.6371553971500448,0.5827801316005422,0.5954007452878659,0.08008427024469152,0.035133301257875685,0.49951741197966165,-0.5945916187010708,-0.590774545429946,0.6097005110656873,0.029871969215599058,0.04235349019966174,0.5601325311567157,0.6154773429058203,-0.0018385926489578959,-0.6959950171741008,-0.5969790595656079,-0.06279022397992372,-0.5980948896628536,0.10444739355241027,-0.543406831238305,-0.19679599026362857,-0.019494511839557808,0.5263721237465838,-0.413160700720667,-0.20210290888873703,-0.01671329930257643,0.22130651472005708,-0.067064105039301,0.15613779158456412,-0.5666146461063865,-0.4120991132774023,-0.4434128727858113,-0.34579394046248135,0.4356517329970333,0.07666919444278239,0.11448980923885475,0.2179339272284514,0.18249831525414345,-0.17670964721261845,0.834304741177279,0.8723754413651883,0.6561038152576023,0.6498218477920629,-0.5401448582866052,-0.5307326223731526,0.41061341910210136,0.4895355688648234,0.6274676017523495,0.3040169299354224,0.9208048910049358,1.0,0.03220447907631143,-0.034205707159884746,0.925850368309013,0.06923520230427214,0.18837164178494833,-0.33814574557734106,0.46504831604185687,0.6398860098293339,0.26559217356861964,0.7189163684235785,0.7178625321959067,0.5470217802325096,-0.6854117841814527,-0.6606442876258027,0.15232791132570261,-0.2051181914741806,-0.062156172309016745,-0.730777411163944,0.5596133179722849
Gross fixed capital formation (% of GGP),0.011451365956325475,0.03601362531876192,0.03617514800928602,-0.0390887101075455,0.014896032956626412,0.014421500189675963,0.05380380191461463,0.04873526475939227,0.04577582610300133,0.02765908009159489,-0.007185497470234189,0.022694936997583962,0.7955104219713417,0.023312124885018146,0.03298757888392685,-0.0642669888114971,-0.040919716605305266,-0.059289265687550566,0.040808464417623334,0.03981499496066126,0.033159610366005315,0.027013132325335375,0.0377848408640454,-0.06713838267791586,-0.09661019893828099,-0.031474300752159345,0.005299168448126591,-0.019045781120000042,0.009705925378306524,0.0060194870951049565,-0.0025077952799657304,-0.028391629985643728,0.005747620307081634,0.00016298849127599895,0.07660315262993182,0.07875383451903038,-0.0008293752902090589,-0.024319172014810302,-0.054600909378484656,-0.04449403416263519,-0.05076070903136264,-0.08176421988745904,-0.019984696984487883,0.012931344566009738,0.03997727147498167,0.14161217510064028,-0.10843175968324799,0.06058330915107015,0.06456304628346646,0.04454119340725314,0.0325725551459018,-0.029449188743887696,-0.12484821427054714,-0.12036160295615497,-0.020798854697960195,0.014469377005603565,0.054278480566909926,0.07539806159694573,0.03979245104992016,0.03220447907631143,1.0,0.07341443634150292,0.01215968350949427,-0.0025489851469316593,0.03411528703694156,0.09896030873041095,0.015334984965235393,-0.028403290005580777,-0.1405317588122227,0.08019359817440937,0.040042507072850196,0.0973908892402263,-0.020890777779633083,-0.044890926570811826,0.22962056290107402,-0.010949453241101989,0.04148917725224591,-0.03228053144340191,-0.03522588755589527
"Remittances, inflows (% of GGP)",0.008241098340143681,-0.09474631601144161,-0.10245551923669934,-0.20463297497359811,-0.24135258724545888,-0.07799725414982066,-0.043701205215675124,-0.13162967574801743,-0.07039481310324143,0.18361999383478414,-0.0620453565418488,-0.06766869855859803,0.03775394555566858,-0.06108462749132606,-0.21837162508070287,0.04598041060256124,0.06646537467622805,-0.14386374930534923,-0.07452540212201568,-0.08471714080899771,-0.11944014046271695,-0.09974494959324552,-0.06977452159323973,0.14603762244256976,0.024794084804384938,0.017830520627026437,0.12107860583688126,0.2501753603517118,0.13218830252311647,-0.18012049998534085,-0.13988458220435923,-0.12998638132391727,-0.15812218764953234,-0.2520757024340616,-0.18499923065871698,0.021292711564554694,0.06733277442112408,0.15822406266278283,0.08297340384910655,0.09235128933866912,-0.029005852009732443,-0.030242900089543997,-0.22732592841686217,-0.09193231921450977,0.018487811120324594,0.1121953240521442,-0.09440344887791154,-0.11182894456387323,-0.044559023918811655,-0.06550676340442944,-0.07984842691100097,-0.13000814433294827,0.018902881282290552,0.015915475130248838,-0.211898068577307,-0.23471150308293026,-0.0509268454700299,-0.14048433125817042,0.00029763888169650506,-0.034205707159884746,0.07341443634150292,1.0,-0.004706388294945631,-0.06900177549370035,0.03154885241258637,0.15318480060602474,-0.11451387126846603,-0.16044629282699607,0.0232809247182279,-0.168909453914164,-0.1833416031402139,-0.02969712782156642,0.22809858501117847,0.21497212937338994,-0.05712864777464391,0.09041787323826148,-0.02154183038729358,0.1446637655916554,-0.19823976265379595
Population with at least some secondary education (% ages 25 and older),0.11571625733495264,0.590321346703719,0.5986014137910156,0.4076745341574548,0.5762518641006418,0.6556801917325269,0.8296178801831083,0.7101479414945493,0.786380440972585,-0.6573682149013349,0.627764256610093,0.6383253089570556,0.08510706686218249,0.02792400625286072,0.5149165371381919,-0.6363934092076085,-0.6283021824564864,0.5836688775765247,0.02008788741596642,0.039074509330796856,0.5931101463401426,0.645052071995696,-0.008563891681879578,-0.7037357798459256,-0.6311137743157624,-0.02983971039964498,-0.639153966865174,0.12509163882774765,-0.5945294911823795,-0.25003780894257643,-0.08645276297477998,0.5763467773068612,-0.4310246023373443,-0.2568758935993239,-0.011180939243747601,0.19425006880220078,-0.022435183254081847,0.1718766976386019,-0.5971764038722042,-0.4488327789240474,-0.4949138001668144,-0.41069468071867726,0.4461856997202044,0.06845810193827953,0.11167771347630988,0.22042913306159642,0.15441636117417215,-0.17150872494590472,0.8619078901907995,0.8774700027427267,0.6862716071816295,0.6506582195374748,-0.5948708987451611,-0.5733144968215157,0.4252789478416458,0.49642429715655567,0.654227799429789,0.3134990160182884,0.9273591007803239,0.925850368309013,0.01215968350949427,-0.004706388294945631,1.0,0.06631962512060927,0.22946650997573087,-0.36781792775327943,0.4834979531901557,0.6412038796511171,0.27082067524157516,0.7382804532047412,0.7383731527301147,0.5805410904094132,-0.7039993643838023,-0.6789815192068437,0.18871889488048163,-0.2069402164554544,-0.058776686182988584,-0.7088757964202177,0.534119686605205
Intergalactic inbound tourists (thousands),0.024352684403708132,0.06894329647069555,0.07076449001079763,0.03689397076168613,0.09377926912193635,0.04338069953963688,0.05583684584620703,0.06993826369159663,0.0515373711851173,-0.0720214519192721,0.06680869043314505,0.04526447063798249,-0.004644462449385024,0.8689639245727905,0.03596047934024634,-0.03882194759396555,-0.03648922338444608,0.08376881791725399,0.8732767042290912,0.8657264617886086,0.06707961391962898,0.069029128086105,0.8621458062963905,-0.11615497690161389,-0.10190709086711151,-0.00490924067450959,-0.021269500920691155,-0.02642442909059172,-0.025768602917207534,-0.0017347573967541152,0.009264125864018296,0.020212915644923075,-0.002731291713390352,0.009415199476106044,0.026485600416672923,0.01247530301665503,-0.007227549486446571,-0.014164208808526616,-0.06823625043625234,-0.05675488196722216,-0.031652038155650715,-0.0356845506535287,0.04827007095694126,0.9063733677496364,-0.004112069892503458,-0.04183128762715629,0.034928299178403115,-0.045423846482706184,0.05748221180966104,0.05721664686530777,0.030971091220575158,0.04937805968878864,-0.014751144550816686,-0.08962438632371188,0.04681922088318292,0.05330077146629227,0.0612146925215593,0.166580346028571,0.03241883298363611,0.06923520230427214,-0.0025489851469316593,-0.06900177549370035,0.06631962512060927,1.0,0.04702946400988904,-0.02129583588315239,0.020803980736350685,0.0394468124602864,0.14464083682111795,0.07478755124909665,0.09114220838835145,0.06466237302871335,-0.0717905351602321,-0.06899582169854669,0.024305427618468642,-0.05232419257006728,0.00981874754276137,-0.06296896788942973,0.01962041978656812
"Gross enrolment ratio, primary (% of primary under-age population)",0.08921599607453094,0.31560703843219196,0.31582825370008655,0.12028162997732222,0.2620354564486661,0.4960706011423302,0.28747072921447986,0.36522411111789044,0.3861068966188906,-0.28035869945303266,0.38116109298548173,0.2986444082057555,0.053300587005509915,0.023150700559410282,0.17115148002786582,-0.4677118245145819,-0.4230605911857984,0.14086496951369903,0.013032826670283337,0.036778973850188974,0.344840838931568,0.3687529798518816,0.020001773772557567,-0.28357033487499295,-0.31980799877423455,0.053783439103971514,-0.3128593747043358,0.10766193593194846,-0.2957736658344558,-0.030772432802597564,-0.0336671103530934,0.2833253051589791,-0.056296639509317896,-0.06759255333181434,0.14688638305027618,0.020605387761952147,0.09443418059501969,0.11509797038771341,-0.26858236124535906,-0.20743352459083672,-0.45312152719868953,-0.4585855044568651,0.10708573528961926,0.02381303087690398,0.029173286549846186,0.09132911910894247,0.08868297917322134,-0.07094024241346168,0.3038238537567738,0.2631691175863108,0.5249335131194147,0.501464958560498,-0.3886740601865744,-0.24023213713219696,0.13768823085213994,0.15287151817282857,0.325690443754426,0.055677365520226396,0.19913403177960787,0.18837164178494833,0.03411528703694156,0.03154885241258637,0.22946650997573087,0.04702946400988904,1.0,-0.09085923442559632,0.2754040272220037,0.1750227715575777,0.1367903127072727,0.3515919324009377,0.3141758548101274,0.4352464043607358,-0.2722271636081261,-0.21559354483677956,0.1393268839303817,0.07765927792824302,0.020343765302476557,-0.19672422375971219,0.06859033095733816
"Respiratory disease incidence (per 100,000 people)",-0.01905700942641164,-0.6125278075249153,-0.6102371123033503,-0.3396690050867375,-0.4421719067691666,-0.39920033339247596,-0.3708638904464982,-0.5190450350423315,-0.3972337866291715,0.49900372558493383,-0.5491496390802969,-0.5912744769762106,0.016922771661360986,-0.014320918311439279,-0.4239654271587563,0.4969036879095542,0.5521450754800497,-0.3963118902346246,0.008211871834787025,0.013551924448856698,-0.6709430908334728,-0.6306280906517527,0.032602750984443436,0.47215211025998477,0.39217766434239687,-0.10276537204164031,0.46086955144404146,0.1540444156844987,0.5118492758275291,0.22144109938271317,0.2684499391381508,-0.4754020886154754,0.07212813653658307,0.10591088064516865,0.04940156781843893,0.10965519453402023,-0.07996033696769798,0.0633138652241981,0.6984626277796144,0.6973715507191908,0.3447111205218915,0.32503146962986623,-0.36397972442498117,-0.019455073617384307,-0.05958117873956608,-0.06409066630008767,-0.07366445737282477,0.13039390450745017,-0.36511919770214935,-0.36583495956244017,-0.42080081454364365,-0.43149344495436953,0.4856960641278769,0.43223253482831436,-0.3805782333152694,-0.3628845106025637,-0.5968404201065453,-0.2878038451069266,-0.3651878356749773,-0.33814574557734106,0.09896030873041095,0.15318480060602474,-0.36781792775327943,-0.02129583588315239,-0.09085923442559632,1.0,-0.34467328013046544,-0.4802915002414939,-0.1735066767043104,-0.47716230744584537,-0.5622215834528308,-0.16352043926015492,0.48670358461248053,0.5232899129540023,-0.12360325826073079,0.6331240085831071,0.0320745088860676,0.4481957662212193,-0.3625057615423489
Interstellar phone subscriptions (per 100 people),0.19627741004259297,0.5704384331909692,0.5763570045191198,0.4890677261922678,0.6435535129121136,0.587227251743293,0.5430658034075134,0.6454690656480639,0.5818211822063267,-0.6080809414400469,0.613990143650358,0.5986644968348265,0.07707692598235948,-0.03775182876875863,0.5516845680451415,-0.6172510822860748,-0.6299882924586615,0.45606149626443643,-0.0471394755832372,-0.018298649604515566,0.6041483017088757,0.6173742396437498,-0.06469832572875778,-0.6455213850217845,-0.5248395250449465,0.14441088550999726,-0.6407793822099606,0.11736074259115072,-0.6560733235139896,-0.17320421142798556,-0.15559076142190129,0.6446403430220599,-0.19067471548023354,-0.1830450468712628,-0.006254579560747829,0.06756361762583159,0.17074381466456928,0.19577843227247219,-0.545757176364962,-0.48344619475477235,-0.5035419708740739,-0.48035651504320537,0.5228870487356886,-0.011453364978042394,0.169125801700736,0.32549085340351713,0.22501573441443046,-0.16940770377694137,0.5724849157325773,0.5434391211007268,0.6387669159698542,0.6102498742784292,-0.5383085696972522,-0.4749034737265873,0.5336238860713945,0.5352504766127216,0.5824552967318385,0.31982709339434084,0.4927744247805183,0.46504831604185687,0.015334984965235393,-0.11451387126846603,0.4834979531901557,0.020803980736350685,0.2754040272220037,-0.34467328013046544,1.0,0.6815514821471077,0.20412605680487178,0.6627262183461136,0.661384460427735,0.5060038799222405,-0.5824843559382231,-0.563680494445346,0.21190122774052386,-0.13131051846478264,-0.11598660384404816,-0.556398650230994,0.44287670247620253
"Interstellar Data Net users, total (% of population)",0.10885636848438017,0.6694640682170754,0.6766542971064733,0.6206719273168265,0.707171015024273,0.6861010963316848,0.6814041468713732,0.7496884119801485,0.7101645402195772,-0.7693195163100468,0.630010383297284,0.6575045683504724,0.013067305257996426,-0.02302103515595442,0.6249316335813792,-0.6369221526777177,-0.6763150286124948,0.6914272009181431,-0.029052942448218693,-0.019335448711767206,0.7216078953580213,0.7104942250129835,-0.05483909046151708,-0.7462460142874191,-0.6312902858829459,0.04945091998804322,-0.6953310546040655,0.0477589024684501,-0.6908094339743982,-0.11767649598647954,-0.04158450971280386,0.6879441628190368,-0.2552436337482038,-0.1161636171110124,0.005286143405520826,0.13691995653468594,0.010053803988579486,0.09359306645943398,-0.6423062482897034,-0.6157889475586317,-0.4651086673830222,-0.43776634583075513,0.6705291028130727,0.027355397495831775,0.14291563557836356,0.25503624630292343,0.36757641944469865,-0.2718460550587043,0.7028166336882969,0.7097875329180866,0.7182433521826842,0.7079137527259178,-0.5382419471778347,-0.4713059111050403,0.6545030919245928,0.7362939151699885,0.6411203752468714,0.5392722037945771,0.646866843190858,0.6398860098293339,-0.028403290005580777,-0.16044629282699607,0.6412038796511171,0.0394468124602864,0.1750227715575777,-0.4802915002414939,0.6815514821471077,1.0,0.41137997708431745,0.7797530431190475,0.7769518326313253,0.5027112218794919,-0.780887101890743,-0.7844138245741867,0.22386315739961082,-0.23704167034053358,-0.10184081801839069,-0.768854477059436,0.7554922666373031
Current health expenditure (% of GGP),0.04140103925647884,0.24696575178661945,0.24518983851216383,0.09751287576744075,0.16938639286611012,0.35191580832519176,0.31569731349714786,0.2822440050639507,0.34158390521541476,-0.30221389661542014,0.21324254785436367,0.21104013261365173,-0.11712983483010679,0.0841850149993595,0.21613720484889135,-0.2035325083316187,-0.24119387757580293,0.5068228928150601,0.07083158342663191,0.10735798173238333,0.25975677093673544,0.2760236936234462,0.051094781592368105,-0.2743123389186896,-0.21597970502784605,-0.1874491932280828,-0.26909038173324823,0.12326543315915825,-0.2416797943604159,-0.10882495033492501,0.08311296868948226,0.27882442708744243,-0.32792628046063127,-0.13025886303940828,-0.03472902187984711,0.2577120613636199,-0.20846772956607304,0.08436495367058265,-0.19206495478831465,-0.1807059980441295,-0.20330089445807403,-0.2337865167947333,0.10603540834138084,0.1449300561361317,0.06345439732601944,-0.031348827133494093,0.3077057073294375,-0.3708720631950984,0.34642981426202085,0.3360327938456508,0.3715434028939502,0.3866372677835875,-0.06868184691875703,-0.12784371865255495,0.11869933204219082,0.25526444761405825,0.21769331197611005,0.34012566226551355,0.2601205506983943,0.26559217356861964,-0.1405317588122227,0.0232809247182279,0.27082067524157516,0.14464083682111795,0.1367903127072727,-0.1735066767043104,0.20412605680487178,0.41137997708431745,1.0,0.30150783589057273,0.29572399058574783,0.2499019514221021,-0.3255391446880221,-0.2946634367786836,-0.09454096050371194,0.00029517068036890605,-0.004722818463012792,-0.40020899389747533,0.4194923782894763
"Intergalactic Development Index (IDI), female",0.05941599613225203,0.793146403450234,0.7973975236466049,0.6131753575836408,0.8239408062681025,0.794093283906545,0.7831503888944961,0.8789171933985201,0.8264525219604066,-0.8505344112467388,0.7910709606420009,0.8001301812316121,0.14769285469981594,0.014336511940106579,0.7168238360107347,-0.8246282693810236,-0.8314279889473191,0.6720242852131734,-0.003473351628624977,0.014828025119560953,0.8263055173661569,0.8503735220416352,-0.02517210311296906,-0.8381457997664963,-0.7312395795453052,0.08961183763435192,-0.8306207770024161,0.12620946126559596,-0.8049458884522227,-0.20403040429213654,-0.14157634635880142,0.7932562475538997,-0.2630892453704839,-0.2151281821743998,0.07033531789554706,0.16378527388047703,0.10601759322628448,0.21666291756466785,-0.7683078663246754,-0.6672510275948426,-0.5993427921036073,-0.5721840558485235,0.6620755740038062,0.05948109711462821,0.13345778922554133,0.2737473047083961,0.23894975084670145,-0.2303915947355255,0.8416901540372976,0.8137077944459274,0.8659670573437009,0.8093198612596686,-0.7462887843632856,-0.6545244599397058,0.6651716282503222,0.7192575082441535,0.7775093282972203,0.46935395167314936,0.7465559893881712,0.7189163684235785,0.08019359817440937,-0.168909453914164,0.7382804532047412,0.07478755124909665,0.3515919324009377,-0.47716230744584537,0.6627262183461136,0.7797530431190475,0.30150783589057273,1.0,0.9253508829438889,0.7441886656360253,-0.9039215834780342,-0.8787895351848206,0.3403312879756919,-0.24490763285728148,-0.03844348414200257,-0.8070022426020165,0.6500089738766557
"Intergalactic Development Index (IDI), male",0.05786273260506085,0.8161511645998947,0.8238182939958494,0.6152272862590604,0.8362189223595028,0.7828671923424476,0.7671631632863205,0.8845190441451691,0.8123619052933553,-0.8552768339674597,0.8087290462196761,0.8207631626343926,0.11797529626411699,0.03157774162569186,0.7434315969739432,-0.8165624552511088,-0.8183761218251313,0.6499656040068275,0.01724263993262397,0.04020109870653493,0.8617149202826829,0.8598992249006427,-0.0027894947753355735,-0.8205402297732509,-0.7355449322937015,0.1126611113369732,-0.8308463161399059,0.10758570180304114,-0.8211974993254877,-0.3075966168499469,-0.27604593969594243,0.8010196232643697,-0.26872701269431176,-0.29002168059865246,-0.0026949049335528597,-0.000498231713337688,0.12021410060147902,0.21346548689732933,-0.8021979874376984,-0.7368606804884299,-0.5655358214139428,-0.5276653538383949,0.6709642908366807,0.07541709640605918,0.11809570422738058,0.25791200402072445,0.20309851367046178,-0.20435752847556668,0.8061196483377587,0.8062578569488866,0.8378125115051884,0.823423436594243,-0.7512729207839302,-0.7074835292421267,0.6790006879940326,0.6979596218023664,0.8150869160567472,0.4882237894574406,0.7330922103385863,0.7178625321959067,0.040042507072850196,-0.1833416031402139,0.7383731527301147,0.09114220838835145,0.3141758548101274,-0.5622215834528308,0.661384460427735,0.7769518326313253,0.29572399058574783,0.9253508829438889,1.0,0.5948396647988535,-0.8842458139866449,-0.8958569964667872,0.3273849779393639,-0.3174259456235484,-0.03699016912242475,-0.7871164171800773,0.647469649343582
Gender Development Index (GDI),0.046983637359541856,0.4991317575741995,0.49779305773051713,0.36636013218330116,0.538864864771331,0.6069237961822159,0.6377145699762096,0.6183037674164739,0.648159265605052,-0.5780639821147245,0.5661978338557145,0.5533470604422249,0.15955371442164304,-0.006174419725828506,0.45813559131562615,-0.6266967606682651,-0.6317885884919732,0.4970841726172474,-0.01598105280452899,-0.007239173328909398,0.4838204011500207,0.5820066826832261,-0.032426734890064736,-0.6463615568480209,-0.5128842026855375,0.0391014832346111,-0.5811057380296656,0.15585210080352857,-0.49954097138359205,0.07723207453810488,0.17066073719592012,0.5043374570448418,-0.17092446816336787,0.0010213749810829274,0.18137035270554341,0.4349388039273861,0.0958904347238948,0.1921070128821515,-0.44486668483369457,-0.26226756512756316,-0.5813667254161208,-0.5675235774414646,0.3969686529734372,0.03363791461245323,0.1249781281379903,0.20889418556718797,0.22454197054504535,-0.21066235758496896,0.7185654825474037,0.6167522155916619,0.7056538371110853,0.5508066439202223,-0.5402989258966366,-0.4026708631009599,0.37628900975383656,0.46346092644248976,0.4995097730960731,0.2566018962430233,0.6100657127192297,0.5470217802325096,0.0973908892402263,-0.02969712782156642,0.5805410904094132,0.06466237302871335,0.4352464043607358,-0.16352043926015492,0.5060038799222405,0.5027112218794919,0.2499019514221021,0.7441886656360253,0.5948396647988535,1.0,-0.6741896760807489,-0.5567066096683364,0.257097474494003,-0.014168621400994452,-0.04842138914508521,-0.608611401690278,0.3864590342382278
"Intergalactic Development Index (IDI), female, Rank",0.025285355560041488,-0.7542466312119435,-0.7574415448981164,-0.637242802061774,-0.8073560914112317,-0.7491464065987256,-0.7618101973605385,-0.8433735803107781,-0.7934167321181914,0.8686005973909756,-0.7270597396680598,-0.7638741122298643,-0.07748086046162958,-0.0041946134083593834,-0.7039221835128374,0.7434041993839567,0.7683190522781984,-0.7035300450650019,0.004698032655795997,-0.012203887319406146,-0.7771120120503272,-0.7999445118811003,0.03227485171089592,0.8153121397363834,0.6875902444710061,-0.07015610547524757,0.7984377397087236,-0.05955341233709676,0.7512792906617366,0.13514445518190654,0.07436990342727337,-0.7449701349117612,0.2256862200666653,0.13116887244054906,-0.06790764124885172,-0.16832387554505143,-0.05507148138554613,-0.14770988482912703,0.7262825854784241,0.6392045912040997,0.5191956859831025,0.5078768234219021,-0.6944290147531172,-0.0587952449406746,-0.11915087973831595,-0.2274490156138869,-0.20041558336265974,0.219582563925063,-0.8167270901730906,-0.7846714478221495,-0.7954102664525265,-0.751109508753235,0.6878137626492755,0.5987029274002553,-0.6896434750916366,-0.746702464675481,-0.7337834218508,-0.5014519018095538,-0.7207323855768281,-0.6854117841814527,-0.020890777779633083,0.22809858501117847,-0.7039993643838023,-0.0717905351602321,-0.2722271636081261,0.48670358461248053,-0.5824843559382231,-0.780887101890743,-0.3255391446880221,-0.9039215834780342,-0.8842458139866449,-0.6741896760807489,1.0,0.9345849836735881,-0.2924355367853471,0.27089882978167856,0.05347183430158408,0.7925947940418762,-0.6959044256216201
"Intergalactic Development Index (IDI), male, Rank",0.0215640219120188,-0.7777999268696333,-0.7834243243269723,-0.6557489835918354,-0.8164510581023308,-0.7260758654883549,-0.7336448868463785,-0.8442102636636336,-0.7644560962498471,0.8683342120883618,-0.7332981506698132,-0.7753419286941223,-0.09132675401192102,-0.0012794599145386832,-0.7171323453910803,0.7476138198393961,0.7689564117051891,-0.6824587596060545,0.005917329697223917,-0.010994445445089698,-0.8122360851911006,-0.8126744354389347,0.02310429683304445,0.8076454988315642,0.727443808500728,-0.11044860857455914,0.7954452251795121,-0.059287870988083996,0.7531301620930849,0.21729931082919024,0.19770656471925233,-0.7388478775242016,0.22351445068226747,0.20726969037111037,-0.00099575894870374,-0.03893759041181915,-0.08402024876501218,-0.15846749088319692,0.762604104348787,0.7132689726196562,0.4973515033874065,0.4963903719589263,-0.7196403502637443,-0.052731479683911675,-0.1499179166892469,-0.2524174438094757,-0.17469595185789968,0.20697109471231934,-0.7726909873184595,-0.7653357970543312,-0.7632670939802557,-0.7422626598285551,0.7008045089394533,0.6222570386870016,-0.7175528844488994,-0.7427156221626676,-0.7468754689190983,-0.5275659492994501,-0.6826485845154757,-0.6606442876258027,-0.044890926570811826,0.21497212937338994,-0.6789815192068437,-0.06899582169854669,-0.21559354483677956,0.5232899129540023,-0.563680494445346,-0.7844138245741867,-0.2946634367786836,-0.8787895351848206,-0.8958569964667872,-0.5567066096683364,0.9345849836735881,1.0,-0.3021196355334416,0.3138009854893466,0.057191249809248064,0.778599848243416,-0.7041507931788825
